path,text,preprocessed_text
/kaggle/input/dataset-ir-assignment1/text_files/file495.txt,"This happened (check out my picture) in about 3 to 6 months of use. I guess you by cheap, you get cheap results.",happened check picture months use guess cheap get cheap results
/kaggle/input/dataset-ir-assignment1/text_files/file319.txt,They are nice picks but much smaller than they appear in your photos!,nice picks much smaller appear photos
/kaggle/input/dataset-ir-assignment1/text_files/file852.txt,"Great little pedal with tons of tone! For anyone having noise issues with this guy, put it in the front of your signal chain. It doesn't like sitting behind other gain pedals (very typical big muff trait) put a clean boost behind it and it really goes!",great little pedal tons tone anyone noise issues guy put front signal chain like sitting behind gain pedals typical big muff trait put clean boost behind really goes
/kaggle/input/dataset-ir-assignment1/text_files/file881.txt,This bridge is beyond iconic and needed for any Telecaster build. Looks beautiful on any body that you put it on!,bridge beyond iconic needed telecaster build looks beautiful body put
/kaggle/input/dataset-ir-assignment1/text_files/file656.txt,"These locking tuners look great and keep tune.  Good quality materials and construction.  Excellent upgrade to any guitar.  I had to drill additions holes for installation.  If your neck already comes with pre-drilled holes, then they should drop right in, otherwise you will need to buy a guitar tuner pin drill jig, also available from Amazon.",locking tuners look great keep tune good quality materials construction excellent upgrade guitar drill additions holes installation neck already comes pre drilled holes drop right otherwise need buy guitar tuner pin drill jig also available amazon
/kaggle/input/dataset-ir-assignment1/text_files/file99.txt,"Great cable for the money.  The 90 degree connectors are excellent to minimize the strain on acoustic guitar jacks.

***Edit***
I have changed this rating from 5 stars to 2. The 90 degree connectors are poorly built. They are pressed together and easily break apart. I believe the connection on the 90 degree end is also the culprit for occasional noise. The straight ends seem to hold up well though.",great cable money degree connectors excellent minimize strain acoustic guitar jacks edit changed rating stars degree connectors poorly built pressed together easily break apart believe connection degree end also culprit occasional noise straight ends seem hold well though
/kaggle/input/dataset-ir-assignment1/text_files/file379.txt,"Doesn't conform to my Taylor 110 very well, causing lower strings to not push down enough and be muted or buzz. Tried readjusting 20 different ways to no luck. Been playing this guitar with capos for 12 years, never had a problem before.",conform taylor well causing lower strings push enough muted buzz tried readjusting different ways luck playing guitar capos years never problem
/kaggle/input/dataset-ir-assignment1/text_files/file84.txt,"This is the second Neewer boom arm I have purchased, as I have added a second recording capable computer to my battle station for my son to be able to record voice and gameplay. I was pleasantly surprised to see the one thing I disliked about mine had been changed. The mount that attaches to your desk has received an upgrade, allowing for a tighter fit on the boom arm stalk, and a more robust build of the mount overall. My previous mount had a D-shaped hole the boom arm stalk slipped into, which allowed for a lot of movement regardless of how tight you made the clamping screw. It was also equipped with an oversized plastic wingnut for securing the mount to the desk. The upgraded mount rectifies both those issues.
The stalk mount is now round, allowing for a near tight fit, without any wobble. The mount itself appears to be a thicker casting, as well as a sliding bar style clamp system allowing for a more tighter and secure hold on your desk. I am super pleased with this arm, and would recommend it to anyone looking for a great budget boom arm.",second neewer boom arm purchased added second recording capable computer battle station son able record voice gameplay pleasantly surprised see one thing disliked mine changed mount attaches desk received upgrade allowing tighter fit boom arm stalk robust build mount overall previous mount shaped hole boom arm stalk slipped allowed lot movement regardless tight made clamping screw also equipped oversized plastic wingnut securing mount desk upgraded mount rectifies issues stalk mount round allowing near tight fit without wobble mount appears thicker casting well sliding bar style clamp system allowing tighter secure hold desk super pleased arm would recommend anyone looking great budget boom arm
/kaggle/input/dataset-ir-assignment1/text_files/file900.txt,"I was a bit disappointed when I received this guitar set.  The guitar itself has a very visible paint or glue drip.  Also, the description said it had an extra SET of stings, but there is only one included",bit disappointed received guitar set guitar visible paint glue drip also description said extra set stings one included
/kaggle/input/dataset-ir-assignment1/text_files/file511.txt,"I loved using this while producing videos with my Canon EOS 6D, but it didn't last long.  When I inserted the battery into the receiver, one of the battery contacts broke off.  Here are some pictures of the receiver mounted on my EOS 6D and a picture showing the broken contact wire.  The battery holder has a bad design because the contacts are weak wire loops and the battery fits very snug and puts a lot of pressure on these weak contacts.  Samson should update the battery holder design.  I still recommend this wonderful wireless system, just something to be aware of.",loved using producing videos canon eos last long inserted battery receiver one battery contacts broke pictures receiver mounted eos picture showing broken contact wire battery holder bad design contacts weak wire loops battery fits snug puts lot pressure weak contacts samson update battery holder design still recommend wonderful wireless system something aware
/kaggle/input/dataset-ir-assignment1/text_files/file587.txt,These are too thin to be effective on their own.  I love these for their color and overall aesthetics.,thin effective love color overall aesthetics
/kaggle/input/dataset-ir-assignment1/text_files/file188.txt,i was expecting extreme brutality but got a pleasant surprise. this pup is super clean no. 1 and distortion is very smooth not at all what expected its warm in tone but has some bite to it. overall i really like this pup. to be honest I was expecting this pickup to be really mid focused but it has a tight punch in the low and the highs are not over bearing either. great pickup would get again!,expecting extreme brutality got pleasant surprise pup super clean distortion smooth expected warm tone bite overall really like pup honest expecting pickup really mid focused tight punch low highs bearing either great pickup would get
/kaggle/input/dataset-ir-assignment1/text_files/file246.txt,"HOW IS THIS THE PRICE THAT IT IS?! It's nice and vivid. The strap ends seem like nice quality (not real leather though).

The only complaint I have is that it has metal parts. They should've used plastic so I don't risk scratching my guitars. I un-stitched off the pick holder because it made the strap look much cheaper than it looks and feels.

It goes well with my orange burst Les Paul style Yamaha, and my off-white Fender telecaster. Overall, a winner for the price.

If this review helped you, hit the Helpful button!",price nice vivid strap ends seem like nice quality real leather though complaint metal parts used plastic risk scratching guitars un stitched pick holder made strap look much cheaper looks feels goes well orange burst les paul style yamaha white fender telecaster overall winner price review helped hit helpful button
/kaggle/input/dataset-ir-assignment1/text_files/file533.txt,"Love it! I have had other tuners & recently bought a pedal tuner. I like this because it's much more convenient. The pedal wears through 9 volt batteries pretty quick, so I'm constantly plugging & unplugging. W/ this one, I just move it from one headstock to another & turn it on/off as desired...

note: using it for at home/practice/recording...",love tuners recently bought pedal tuner like much convenient pedal wears volt batteries pretty quick constantly plugging unplugging w one move one headstock another turn desired note using home practice recording
/kaggle/input/dataset-ir-assignment1/text_files/file796.txt,"Installed these on a cheap, beat-up Juan Estruch classical guitar that I got at a flea market for $25.  It's a surprisingly nice guitar, but one of the tuners was bent, one was completely broken, and all were rusty.  I ordered these as a new replacement that would fix these problems without costing as much as the guitar itself did.

Overall these have done an excellent job for the price paid.  No, they're not perfect or incredible.  They were also a little scratched out of the packaging, and shipping took around a month from China.  All that being said, they do the job well for pretty much the lowest price possible, and I have no real complaints.

I wouldn't recommend these on a decent guitar that's already working well, but for a cheap fix or an improvement on a very cheap or beat-up guitar, these fit the bill perfectly.

Please rate up if I was able to help you a bit :)",installed cheap beat juan estruch classical guitar got flea market surprisingly nice guitar one tuners bent one completely broken rusty ordered new replacement would fix problems without costing much guitar overall done excellent job price paid perfect incredible also little scratched packaging shipping took around month china said job well pretty much lowest price possible real complaints recommend decent guitar already working well cheap fix improvement cheap beat guitar fit bill perfectly please rate able help bit
/kaggle/input/dataset-ir-assignment1/text_files/file67.txt,Looks great on my sons fender acustic!  Was easy to put on,looks great sons fender acustic easy put
/kaggle/input/dataset-ir-assignment1/text_files/file217.txt,"Product is very good quality, it very give the good signal, I am recommend this product to anyone who looking for. .",product good quality give good signal recommend product anyone looking
/kaggle/input/dataset-ir-assignment1/text_files/file690.txt,"Blends beautifully with the chrome tonearm, and includes the 4g weight which is easily removed.  I am using in conjunction with an Ortofon 2M Red on a 1200Mk2.  Excellent results.  Somehow, although the output level is rated the same between my previous setup (Concorde cartridge with Ortofon Night Club stylus, 5mV spec), I am now getting a proper output level through my preamp, whereas the previous cartridge/stylus was at at least 6dB lower.  Weird.  Tried two different model stylii on the other headshell, another headshell altogether, and they both gave the same result.",blends beautifully chrome tonearm includes g weight easily removed using conjunction ortofon red mk excellent results somehow although output level rated previous setup concorde cartridge ortofon night club stylus mv spec getting proper output level preamp whereas previous cartridge stylus least db lower weird tried two different model stylii headshell another headshell altogether gave result
/kaggle/input/dataset-ir-assignment1/text_files/file793.txt,"Just what I needed, although at it's lowest setting, wass about an inch too tall for me sitting on the edge of my bed. Ive gotten used to it now so it's all good! Like others have said, it's good quality and sturdy construction. I stubbed my toe on it in The night, and quickly wished that hadn't happened! The rubber grip on top is actually riveted on, so that should last a good while. I also used this for when I practice standing up. I rest my foot on it which pushes the bottom of my guitars out so I can see what I'm doing. All in all its a good product and I recommend it. A word of warning, this is made of strong metal, if you're buying this for your son or daughter, show them the dangers of the scissoring action of the legs. I imagine they could do some hurtin to little fingers.",needed although lowest setting wass inch tall sitting edge bed ive gotten used good like others said good quality sturdy construction stubbed toe night quickly wished happened rubber grip top actually riveted last good also used practice standing rest foot pushes bottom guitars see good product recommend word warning made strong metal buying son daughter show dangers scissoring action legs imagine could hurtin little fingers
/kaggle/input/dataset-ir-assignment1/text_files/file143.txt,"Arrived 3 days after I ordered it, the bent welding should've clued me to what would happen. 2nd time I tuned it the inferior quality tension bolts started stripping, making the macho (small drum) useless. Mostly good materials (oak, steel, rawhide) + terrible craftmanship = drum being returned. Lay down another $30 and get some Aspires, I've gotten 2 sets of those (1 for me, 1 as a gift) and they won't let you down, or you might want to check out similarly priced bongos from Meinl, Gon Bops or Tycoon, but avoid this hunk a junk.",arrived days ordered bent welding clued would happen nd time tuned inferior quality tension bolts started stripping making macho small drum useless mostly good materials oak steel rawhide terrible craftmanship drum returned lay another get aspires gotten sets gift let might want check similarly priced bongos meinl gon bops tycoon avoid hunk junk
/kaggle/input/dataset-ir-assignment1/text_files/file693.txt,Works perfectly for my ukuleles and guitars. Simple to use. Instant on and off. Perfect tuner!,works perfectly ukuleles guitars simple use instant perfect tuner
/kaggle/input/dataset-ir-assignment1/text_files/file523.txt,"This is a great cartridge.  It was easy to setup and has a very nice sound.  I also have a Shure m97xe, but I prefer the sound of this one.  Originally, I had issues with it.  The sound was muffled and flat.  To correct it, I reinstalled the stylus until it clicked onto the front.  Sounds great now.

I have it installed with the standard Technics alignment using the 52mm gauge.  It plays well setup like this on my SL-23 and sounds best to me over other alignments.  It seems to be sensitive to the VTA(rake) of the stylus.  With the standard mat, the angle was lower at the front.  Adding a 2nd mat raised the front higher and it made a huge difference.  Well worth the work.  Check the manual located at http://www.sumikoaudio.net/ContentsFiles/oys_oyster(4).pdf for other adjustments.",great cartridge easy setup nice sound also shure xe prefer sound one originally issues sound muffled flat correct reinstalled stylus clicked onto front sounds great installed standard technics alignment using mm gauge plays well setup like sl sounds best alignments seems sensitive vta rake stylus standard mat angle lower front adding nd mat raised front higher made huge difference well worth work check manual located http www sumikoaudio net contentsfiles oys oyster pdf adjustments
/kaggle/input/dataset-ir-assignment1/text_files/file262.txt,"If you're looking for mixer to really get busy when it comes to scratching, mixing, or whatever, trust me you need to jump on this mixer right here.
It's not the Rane 62 but the Fader has the same feel. I'd battle ANYONE on it. Word up.
The Mixgician",looking mixer really get busy comes scratching mixing whatever trust need jump mixer right rane fader feel battle anyone word mixgician
/kaggle/input/dataset-ir-assignment1/text_files/file466.txt,"This is nominally a violin/viola stand, but due to the length and neck diameter, also works well as a mandolin stand. My Paris Swing mandolin fits nicely into the Auto Grip holder. An added bonus is that my Irish bodhran (18"" frame drum) rests comfortably on top of the Auto Grip assembly, with the bottom of the rim resting against the padded legs as does the body of a stringed instrument.

The construction and ruggedness of the Hercules stand is great, and this particular model comes with a carrying bag.

In all, a great value.",nominally violin viola stand due length neck diameter also works well mandolin stand paris swing mandolin fits nicely auto grip holder added bonus irish bodhran frame drum rests comfortably top auto grip assembly bottom rim resting padded legs body stringed instrument construction ruggedness hercules stand great particular model comes carrying bag great value
/kaggle/input/dataset-ir-assignment1/text_files/file425.txt,"A great product if you need to connect a guitar to a computer or other USB compatible recording device. The cord is incredibly well made. I would say this is for home-use or hobby recording. It would be wonderful to be used to save song ideas or songs in the making. The connections work just fine and are well made. The cord is nice and long so it's comfortable to sit or stand and play and not feel too attached to a computer. The connection points are nice and sturdy so they won't break. If you are in the market for one of these types of guitar cables, I do recommend this one.

Disclaimer: I received this product for free in exchange for my honest and unbiased review.",great product need connect guitar computer usb compatible recording device cord incredibly well made would say home use hobby recording would wonderful used save song ideas songs making connections work fine well made cord nice long comfortable sit stand play feel attached computer connection points nice sturdy break market one types guitar cables recommend one disclaimer received product free exchange honest unbiased review
/kaggle/input/dataset-ir-assignment1/text_files/file697.txt,Just upgraded to this board and I am very happy I did. I needed more stereo inputs and this one had 4 of them. When it comes to an internet radio station you need a clean quiet board. I have no noise coming out of this board so I am very pleased. Plus I needed the AUX outs for my TelosONE set up. Everything is working perfect!,upgraded board happy needed stereo inputs one comes internet radio station need clean quiet board noise coming board pleased plus needed aux outs telosone set everything working perfect
/kaggle/input/dataset-ir-assignment1/text_files/file985.txt,Had to drill into my headstock. Needs 2 holes per tree because of the mounting peg. Use a ruler and a 1/16 drillbit and you'll be fine. I recommend installing with the strings on so you can set them properly.,drill headstock needs holes per tree mounting peg use ruler drillbit fine recommend installing strings set properly
/kaggle/input/dataset-ir-assignment1/text_files/file35.txt,"Thus should be a 5 star review, but sadly, it's only a 3. I bought a cymbal off of eBay that was a mess. I got it for next to nothing and figured I would clean it up. Cleaner sure worked well and then THANKFULLY I read to not use on the Letters. Holy cow I was this close to cleaning up those areas when thankfully someone called me and I read the entire bottle to the very end.

So the finished product is what you see. A far better cleaned up cymbal but still looks like a wreck around the Letters. Oh well. Light years better than the eBay mess I bought. But I sorely wish I could clean around the lettering with no fear of losing the lettering. You would think Zildjian would be able to make a cleaning product that works well around the Letters, no?",thus star review sadly bought cymbal ebay mess got next nothing figured would clean cleaner sure worked well thankfully read use letters holy cow close cleaning areas thankfully someone called read entire bottle end finished product see far better cleaned cymbal still looks like wreck around letters oh well light years better ebay mess bought sorely wish could clean around lettering fear losing lettering would think zildjian would able make cleaning product works well around letters
/kaggle/input/dataset-ir-assignment1/text_files/file761.txt,"Great cup holder. Very sturdy, easy to clamp on a Pearl cymbal stand, hasn't moved through 50+ hours of rehearsal and performances.",great cup holder sturdy easy clamp pearl cymbal stand moved hours rehearsal performances
/kaggle/input/dataset-ir-assignment1/text_files/file33.txt,"I had read another review in here from someone using this with the MXL V67G after popping out the existing mounting ring with a flat blade screwdriver, so I took a chance and ordered one for myself.  That guy was 100% correct! I just popped out the existing mounting ring with a flat blade and my V67G slipped right in and could be tighly secured using the black mounting ring supplied with the V67G.

I had read a lot of negative reviews about the MXL shockmount for this microphone so I didn't want that one.  This shockmount bears a striking resemblance to the MXL 890 shockmount that came standard with my 890 vocal mic and with the same quality of construction.  The price is definitely more than fair for what you get here!

So... If you have an MXL V67G order with confidence!  I would say that this would be a much better choice than the MXL alternative.

I was also blown away how fast Amazon got this thing to me!  I ordered it last night and it showed up on my front porch this afternoon!",read another review someone using mxl v g popping existing mounting ring flat blade screwdriver took chance ordered one guy correct popped existing mounting ring flat blade v g slipped right could tighly secured using black mounting ring supplied v g read lot negative reviews mxl shockmount microphone want one shockmount bears striking resemblance mxl shockmount came standard vocal mic quality construction price definitely fair get mxl v g order confidence would say would much better choice mxl alternative also blown away fast amazon got thing ordered last night showed front porch afternoon
/kaggle/input/dataset-ir-assignment1/text_files/file405.txt,"This guitar is far more beautiful in person. The red to gold tones blend so wonderfully and it has a barely visible tiger-stripe/wood pattern effect that I hadn't noticed prior to purchasing it. I got it here for a fraction of the price I was finding it other places. I have had no problems with it whatsoever yet, it plays easily and sounds like I spent a lot more on it than I did. It even arrived sooner than was expected.",guitar far beautiful person red gold tones blend wonderfully barely visible tiger stripe wood pattern effect noticed prior purchasing got fraction price finding places problems whatsoever yet plays easily sounds like spent lot even arrived sooner expected
/kaggle/input/dataset-ir-assignment1/text_files/file406.txt,"The quality of this bass trap is amazing. I record all kinds of music and when mastering a song with heavy bass leads I need to hear it as clearly as possible. This works perfectly. I have trouble hearing someone speaking on the other side of the room. I may have over done it, but the room is so muffed from any sound its almost erie... Well worth the money! By the way, when I'm not recording I use this room to play Xbox One on. The bass is so crisp and clear. Its better then a movie theater!",quality bass trap amazing record kinds music mastering song heavy bass leads need hear clearly possible works perfectly trouble hearing someone speaking side room may done room muffed sound almost erie well worth money way recording use room play xbox one bass crisp clear better movie theater
/kaggle/input/dataset-ir-assignment1/text_files/file757.txt,This guy work perfect and I've got the ability to record a whole drum set with each mic on its own track,guy work perfect got ability record whole drum set mic track
/kaggle/input/dataset-ir-assignment1/text_files/file22.txt,"It's hard to give less than 5 stars because this light is just an amazing value. It packs a serious punch in terms of output and feels quite sturdy. It has a very thin profile and the housing is a thick rugged plastic. Mounting hardware feels smooth and easy to adjust. The display on the back is larger than other lights of this style which is nice when configuring DMX channels. I control mine via a software DMX system, so I can't speak for the built-in modes. It has worked flawlessly in a DMX environment.

I was curious how this light would perform vs. the more expensive 4-in-1 style, and to my surprise the color-mixing is very smooth and has very litle 'rainbow' effect when used as a wash/uplight. I recently played a gig at a winery and used this light for back-lighting the stage. This light is on the rear-left in the attached pictures, with the GBGS 8Wx9 on the right.

Potential cons: Hard-wired power cord, somewhat loud fan ( not noticeable in a live music context )",hard give less stars light amazing value packs serious punch terms output feels quite sturdy thin profile housing thick rugged plastic mounting hardware feels smooth easy adjust display back larger lights style nice configuring dmx channels control mine via software dmx system speak built modes worked flawlessly dmx environment curious light would perform vs expensive style surprise color mixing smooth litle rainbow effect used wash uplight recently played gig winery used light back lighting stage light rear left attached pictures gbgs wx right potential cons hard wired power cord somewhat loud fan noticeable live music context
/kaggle/input/dataset-ir-assignment1/text_files/file737.txt,"I needed to replace poorly built, wobbly and ugly green Wilkinson tuners on my Vintage V100PGM ICON Lemon Drop Greeny guitar.

These tuners require 10mm holes in the headstock. Mine had 9mm holes. The description on Amazon didn't say that. Also, the color on these tuners are dull green and not cream like in the picture. I returned them to Amazon.",needed replace poorly built wobbly ugly green wilkinson tuners vintage v pgm icon lemon drop greeny guitar tuners require mm holes headstock mine mm holes description amazon say also color tuners dull green cream like picture returned amazon
/kaggle/input/dataset-ir-assignment1/text_files/file431.txt,"Nicely made, very secure, very plush on the inside.  And a bit heavy, but it keeps the guitar safe from my klutzy self.

I originally ordered this case for my Luna Safari Muse Nylon guitar; it's a bit roomy for the Luna but a little bit of padding on the bout end of the case makes the Safari more secure.  I bought a Cordoba Cadete 3/4 guitar shortly after ordering the case, and the Cadete fits like the case was made for it - no movement at all in the case.",nicely made secure plush inside bit heavy keeps guitar safe klutzy self originally ordered case luna safari muse nylon guitar bit roomy luna little bit padding bout end case makes safari secure bought cordoba cadete guitar shortly ordering case cadete fits like case made movement case
/kaggle/input/dataset-ir-assignment1/text_files/file317.txt,"Works wonderfully with my MXL 990 Ribbon Microphone! Feels sturdy, easy to adjust, and keeps the mic well in place! It may not absorb as much sound as some specialty shockmounts, but it works perfectly for what it is.",works wonderfully mxl ribbon microphone feels sturdy easy adjust keeps mic well place may absorb much sound specialty shockmounts works perfectly
/kaggle/input/dataset-ir-assignment1/text_files/file362.txt,"Great controller. The sound and build quality are very good. Balanced outputs, aux, 4 channels of control, huge responsive jog wheels. This controller also has VU meters for every single channel which is really hard to find at this price point. The low and high pass filters have a nice whisp to them. The only thing I don't like are the feel of the performance pads. They are not pads but more like triggers. Don't get me wrong, they work fine and are responsive but they do not feel like the pads that are on the pioneer ddj for example. They are not velocity pads. Other than that this thing is a beast and well worth the money.",great controller sound build quality good balanced outputs aux channels control huge responsive jog wheels controller also vu meters every single channel really hard find price point low high pass filters nice whisp thing like feel performance pads pads like triggers get wrong work fine responsive feel like pads pioneer ddj example velocity pads thing beast well worth money
/kaggle/input/dataset-ir-assignment1/text_files/file420.txt,I have a 1986 Peavey Patriot made in the usa guitar. It had one cheap string tree that wasn't a roller. These work great! Make sure to drill the holes for any of these trees you are going to install. The included screw cannot handle the pressure of screwing it in. I will add pictures soon. You won't be disappointed. They add incredible sustain to my guitar!,peavey patriot made usa guitar one cheap string tree roller work great make sure drill holes trees going install included screw cannot handle pressure screwing add pictures soon disappointed add incredible sustain guitar
/kaggle/input/dataset-ir-assignment1/text_files/file871.txt,"I've been using these windscreens for years on all kinds of mics, and so has the entertainment industry. They block out wind noise and plosives without affecting the sound of the mic, not to mention the square shape is more visually-appealing to use on a mic like a Beta 87C than a ball-shaped windscreen. Speaking of ball-shaped mics, you can even get these to work on those. The proof is as easy to find as turning on your TV in the morning--under the A85WS on Wayne Brady and Jonathan Mangum's mics on ""Let's Make A Deal"" is a Beta 58A cartridge.

Shure has kept these windscreens the same since their inception for a reason: they're perfect just the way they are. Let's hope they never stop making these because they truly are the best and most-durable mic windscreen I've ever used.",using windscreens years kinds mics entertainment industry block wind noise plosives without affecting sound mic mention square shape visually appealing use mic like beta c ball shaped windscreen speaking ball shaped mics even get work proof easy find turning tv morning ws wayne brady jonathan mangum mics let make deal beta cartridge shure kept windscreens since inception reason perfect way let hope never stop making truly best durable mic windscreen ever used
/kaggle/input/dataset-ir-assignment1/text_files/file307.txt,"Line 6 Relay G10 is very awesome. I had been in the market for quite some time when I saw this being advertised. My friends have other systems and they all have a chord leading to a small pack they wear on their hip. I didn't want the added ""baggage' to carry as I also have in ear monitors that have said ""baggage"". This thing performs through my entire house and on stage. It's a wonderful edition to my gear most definitely CHARGE PLUG AND PLAY. You will not regret it!",line relay g awesome market quite time saw advertised friends systems chord leading small pack wear hip want added baggage carry also ear monitors said baggage thing performs entire house stage wonderful edition gear definitely charge plug play regret
/kaggle/input/dataset-ir-assignment1/text_files/file356.txt,"Works way better than I thought. Turned an old, untouched 12 string into a respectable lap guitar",works way better thought turned old untouched string respectable lap guitar
/kaggle/input/dataset-ir-assignment1/text_files/file503.txt,I own 3 of these Minis.  Quality on this one is the worst. Glue joints at the neck/body were messy. Had a couple of small dings (see photo of one under strings near bridge) but the important stuff is OK ( neck is straight and the bridge is sound). Fret edges are very smooth. Sounds great but not as good as the Ovangkol.,minis quality one worst glue joints neck body messy couple small dings see photo one strings near bridge important stuff ok neck straight bridge sound fret edges smooth sounds great good ovangkol
/kaggle/input/dataset-ir-assignment1/text_files/file564.txt,"Well...it plays perfectly, but the once clear, white on blue lettering rubs right off. Body's natural oils... rub whatever paint they use. I'm considering buying a perm marker in a bright color and drawing them on again. Yes, the gold side is embossed, so it won't rub off, but it's the blue on white that a person looks to for quickly identifying notes. Long-term, it's more about the pitches being stable/etc., but I'm disappointed that only after three uses, the lettering is rubbing off. Put a better finish on these things...coat it with something non-toxic, but non-reactive with oils/acids from people's fingers since that's what we'll be using when we hold the things. Other than storage at home, the soft pouch is useless.",well plays perfectly clear white blue lettering rubs right body natural oils rub whatever paint use considering buying perm marker bright color drawing yes gold side embossed rub blue white person looks quickly identifying notes long term pitches stable etc disappointed three uses lettering rubbing put better finish things coat something non toxic non reactive oils acids people fingers since using hold things storage home soft pouch useless
/kaggle/input/dataset-ir-assignment1/text_files/file570.txt,Superb built quality and sound. Seriously you pay for the Moog name but damn is it built solid.,superb built quality sound seriously pay moog name damn built solid
/kaggle/input/dataset-ir-assignment1/text_files/file167.txt,Great look. Great product. Great buy!!!!,great look great product great buy
/kaggle/input/dataset-ir-assignment1/text_files/file106.txt,"As with other dean guitars this does not disappoint. Finish is perfect at least on mine. Grover tuners that stay in tune(my gibson sg's???).
The price is so low for the sound and quality and tolerance of construction. Low action, balanced feel with the neck. Abalone dot inlays or made to look abalone. Pickups are good to go, but height maybe adjusted. The semi hollow sounds rule and adds depth and character. Have two other dean guitars and the finish and quality and wood is there.
This is still a very active guitar with the angled bolt-on neck. No loss there. Binding is quality too.
For the $$$ nothing even close. Beautiful to look at and play.",dean guitars disappoint finish perfect least mine grover tuners stay tune gibson sg price low sound quality tolerance construction low action balanced feel neck abalone dot inlays made look abalone pickups good go height maybe adjusted semi hollow sounds rule adds depth character two dean guitars finish quality wood still active guitar angled bolt neck loss binding quality nothing even close beautiful look play
/kaggle/input/dataset-ir-assignment1/text_files/file315.txt,these things are cheapo plastic.  i was very disappointed with the flimsy feel.  i added a photo of my Audio Technica 2020 loaded in one of these cheapo mounts.  the description said metal construction. it is not.  beware of this thing.  the more I look at it the sadder I get.  junk.,things cheapo plastic disappointed flimsy feel added photo audio technica loaded one cheapo mounts description said metal construction beware thing look sadder get junk
/kaggle/input/dataset-ir-assignment1/text_files/file181.txt,I ordered the pair and only one light came in. Buyer beware. Light functions but you should not expect more then the money you spent for it.,ordered pair one light came buyer beware light functions expect money spent
/kaggle/input/dataset-ir-assignment1/text_files/file14.txt,"Its a pick holder. It does what its supposed to. I mainly use Fender medium picks, and have a few Fender heavy picks around. I don't have any thin picks. Itll hold 6 heavy picks or 9 medium picks. I would imagine it would hold 11 or 12 thin picks.",pick holder supposed mainly use fender medium picks fender heavy picks around thin picks itll hold heavy picks medium picks would imagine would hold thin picks
/kaggle/input/dataset-ir-assignment1/text_files/file535.txt,Sticks on great. It also holds on extremely tight. And when i take it of my finish is perfect,sticks great also holds extremely tight take finish perfect
/kaggle/input/dataset-ir-assignment1/text_files/file131.txt,"The fender modern player stratocaster is a great guitar, I bought this guitar and modified it with chrome pickup covers and chrome knobs, it is a great looking and great sounding, I strongly recommend this guitar.",fender modern player stratocaster great guitar bought guitar modified chrome pickup covers chrome knobs great looking great sounding strongly recommend guitar
/kaggle/input/dataset-ir-assignment1/text_files/file453.txt,"The first one of these I used, did not work at all. After troubleshooting, I solder out the tone control and switched it for the volume pot that seemed to be shorted out perhaps from too much heat from the ground soldering on the back from the factory. Everything worked but there was still hum that I eliminated by running it through an effects pedal. The second one worked but had overwhelming static and hum, but it was cheap. I wired bypassing the controls, plugged it into a separate volume pedal and into an amp. It works fine now but with a little hum. I may still use these in the future because they are very inexpensive. I would use a better and more expensive pickups on better quality guitars. In the future, for one of my inexpensive projects, I would probably just order the pickup without the wiring harness and controls. But, rethinking, even buying an output jack and a bit of shielded cable at Radio Shack would have been more expensive in the end. You can't beat the price.",first one used work troubleshooting solder tone control switched volume pot seemed shorted perhaps much heat ground soldering back factory everything worked still hum eliminated running effects pedal second one worked overwhelming static hum cheap wired bypassing controls plugged separate volume pedal amp works fine little hum may still use future inexpensive would use better expensive pickups better quality guitars future one inexpensive projects would probably order pickup without wiring harness controls rethinking even buying output jack bit shielded cable radio shack would expensive end beat price
/kaggle/input/dataset-ir-assignment1/text_files/file865.txt,"For the money this pedal is great but you really need to use a noise gate with it, the background hiss is almost unbearable when when activated and not playing.

I'm very surprised at how well it does work for being so cheap. I have not used a 9v battery in it I've only used a power cord from another pedal to power it so I can say how long a battery would last in it.

I would say that it is best suited for bedroom use for the fact of all the hiss would be terrible for recording, the plastic case while rugged would never hold up to gig with too long.",money pedal great really need use noise gate background hiss almost unbearable activated playing surprised well work cheap used v battery used power cord another pedal power say long battery would last would say best suited bedroom use fact hiss would terrible recording plastic case rugged would never hold gig long
/kaggle/input/dataset-ir-assignment1/text_files/file612.txt,Perfect fit on my Epiphone LP 100.... My beginner guitar.  Had to decide if I wanted to sell my LP-100 after upgrading to an LP Standard.  Decided to keep LP 100 for sentimental reasons but wanted to get rid of Cream colored trim.  Swapped out cream colored pick-up trim and the poker chip for Black ....love it,perfect fit epiphone lp beginner guitar decide wanted sell lp upgrading lp standard decided keep lp sentimental reasons wanted get rid cream colored trim swapped cream colored pick trim poker chip black love
/kaggle/input/dataset-ir-assignment1/text_files/file993.txt,"Great value for a hard case, holds lots of guitars, including jaguar, or even a Les Paul. Only issue is... that there's not enough padding,  and some guitars might knock around if You don't add some additional support.

Update:  this case can hold a variety of guitars, including a jaguar, les Paul, Strat, Tele, and G&L fallout.  As I mentioned previously, you may need to add some padding or a Velcro strap over the next report to stabilize the guitar.
 I also added a picture with a Epi SH inside.",great value hard case holds lots guitars including jaguar even les paul issue enough padding guitars might knock around add additional support update case hold variety guitars including jaguar les paul strat tele g l fallout mentioned previously may need add padding velcro strap next report stabilize guitar also added picture epi sh inside
